	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	PLATFORM	CHEMICAL_ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
1439	TAG54:8-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009888	.	.		.		
1440	TAG54:8-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009889	.	.		.		
1441	TAG54:8-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010592	.	.		.		
1442	TAG54:8-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010224	.	.		.		
1443	TAG55:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010415	.	.		.		
1444	TAG55:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010758	.	.		.		
1445	TAG55:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010416	.	.		.		
1446	TAG55:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009890	.	.		.		
1447	TAG55:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010225	.	.		.		
1448	TAG55:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009723	.	.		.		
1449	TAG55:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010759	.	.		.		
1450	TAG55:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010226	.	.		.		
1451	TAG55:5-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010060	.	.		.		
1452	TAG55:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010061	.	.		.		
1453	TAG55:5-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010062	.	.		.		
1454	TAG55:6-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010063	.	.		.		
1455	TAG55:6-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010593	.	.		.		
1456	TAG55:6-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010417	.	.		.		
1457	TAG55:7-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100010418	.	.		.		
1458	TAG55:7-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010064	.	.		.		
1459	TAG55:7-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100009724	.	.		.		
1460	TAG55:7-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010065	.	.		.		
1461	TAG55:7-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010419	.	.		.		
1462	TAG55:8-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009891	.	.		.		
1463	TAG56:10-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010227	.	.		.		
1464	TAG56:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009549	.	.		.		
1465	TAG56:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010228	.	.		.		
1466	TAG56:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009550	.	.		.		
1467	TAG56:2-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010420	.	.		.		
1468	TAG56:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009725	.	.		.		
1469	TAG56:2-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100010421	.	.		.		
1470	TAG56:2-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100009551	.	.		.		
1471	TAG56:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010760	.	.		.		
1472	TAG56:3-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010761	.	.		.		
1473	TAG56:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010594	.	.		.		
1474	TAG56:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009552	.	.		.		
1475	TAG56:3-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100009553	.	.		.		
1476	TAG56:3-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100009726	.	.		.		
1477	TAG56:3-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100009727	.	.		.		
1478	TAG56:4-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010762	.	.		.		
1479	TAG56:4-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009554	.	.		.		
1480	TAG56:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009892	.	.		.		
1481	TAG56:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009893	.	.		.		
1482	TAG56:4-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100010422	.	.		.		
1483	TAG56:4-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100009728	.	.		.		
1484	TAG56:4-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100009894	.	.		.		
1485	TAG56:4-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010763	.	.		.		
1486	TAG56:4-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100010066	.	.		.		
1487	TAG56:5-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010764	.	.		.		
1488	TAG56:5-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010067	.	.		.		
1489	TAG56:5-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010068	.	.		.		
1490	TAG56:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010423	.	.		.		
1491	TAG56:5-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100010595	.	.		.		
1492	TAG56:5-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100009555	.	.		.		
1493	TAG56:5-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010596	.	.		.		
1494	TAG56:5-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010597	.	.		.		
1495	TAG56:5-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100010424	.	.		.		
1496	TAG56:5-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009729	.	.		.		
1497	TAG56:6-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010765	.	.		.		
1498	TAG56:6-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010069	.	.		.		
1499	TAG56:6-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010425	.	.		.		
1500	TAG56:6-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010229	.	.		.		
1501	TAG56:6-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009895	.	.		.		
1502	TAG56:6-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100010230	.	.		.		
1503	TAG56:6-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100009556	.	.		.		
1504	TAG56:6-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010766	.	.		.		
1505	TAG56:6-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010426	.	.		.		
1506	TAG56:6-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100010070	.	.		.		
1507	TAG56:6-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100010231	.	.		.		
1508	TAG56:6-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009730	.	.		.		
1509	TAG56:7-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009896	.	.		.		
1510	TAG56:7-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009731	.	.		.		
1511	TAG56:7-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009897	.	.		.		
1512	TAG56:7-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009732	.	.		.		
1513	TAG56:7-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009557	.	.		.		
1514	TAG56:7-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009733	.	.		.		
1515	TAG56:7-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100009558	.	.		.		
1516	TAG56:7-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009898	.	.		.		
1517	TAG56:7-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010427	.	.		.		
1518	TAG56:7-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100010232	.	.		.		
1519	TAG56:7-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100010598	.	.		.		
1520	TAG56:7-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010767	.	.		.		
1521	TAG56:8-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010071	.	.		.		
1522	TAG56:8-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010233	.	.		.		
1523	TAG56:8-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010428	.	.		.		
1524	TAG56:8-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009559	.	.		.		
1525	TAG56:8-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010072	.	.		.		
1526	TAG56:8-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010599	.	.		.		
1527	TAG56:8-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100009899	.	.		.		
1528	TAG56:8-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100010768	.	.		.		
1529	TAG56:8-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009560	.	.		.		
1530	TAG56:9-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010769	.	.		.		
1531	TAG56:9-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010770	.	.		.		
1532	TAG56:9-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010073	.	.		.		
1533	TAG56:9-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010600	.	.		.		
1534	TAG57:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010234	.	.		.		
1535	TAG57:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009734	.	.		.		
1536	TAG57:8-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010602	.	.		.		
1537	TAG57:9-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009561	.	.		.		
1538	TAG58:10-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010429	.	.		.		
1539	TAG58:10-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009562	.	.		.		
1540	TAG58:10-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010235	.	.		.		
1541	TAG58:10-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009900	.	.		.		
1542	TAG58:10-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009735	.	.		.		
1543	TAG58:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009901	.	.		.		
1544	TAG58:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010430	.	.		.		
1545	TAG58:5-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009736	.	.		.		
1546	TAG58:6-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009737	.	.		.		
1547	TAG58:6-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010603	.	.		.		
1548	TAG58:6-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009902	.	.		.		
1549	TAG58:6-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010431	.	.		.		
1550	TAG58:6-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100009563	.	.		.		
1551	TAG58:6-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009738	.	.		.		
1552	TAG58:7-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009739	.	.		.		
1553	TAG58:7-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009564	.	.		.		
1554	TAG58:7-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010432	.	.		.		
1555	TAG58:7-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010074	.	.		.		
1556	TAG58:7-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010604	.	.		.		
1557	TAG58:7-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100010771	.	.		.		
1558	TAG58:7-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009565	.	.		.		
1559	TAG58:7-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009566	.	.		.		
1560	TAG58:8-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010605	.	.		.		
1561	TAG58:8-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009903	.	.		.		
1562	TAG58:8-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010236	.	.		.		
1563	TAG58:8-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010606	.	.		.		
1564	TAG58:8-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009904	.	.		.		
1565	TAG58:8-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009567	.	.		.		
1566	TAG58:9-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010237	.	.		.		
1567	TAG58:9-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010772	.	.		.		
1568	TAG58:9-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010075	.	.		.		
1569	TAG58:9-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009568	.	.		.		
1570	TAG58:9-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010607	.	.		.		
1571	TAG60:10-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009905	.	.		.		
1572	TAG60:10-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009906	.	.		.		
1573	TAG60:11-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100010238	.	.		.		
1574	TAG60:11-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100009569	.	.		.		
1575	TAG60:12-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010433	.	.		.		
1576	tartarate	Xenobiotics	Food Component/Plant	LC/MS Neg	100000295	615.3	149.0092	87-69-4;6106-24-7	444305	C00898	HMDB00956
1577	tartronate (hydroxymalonate)	Xenobiotics	Bacterial/Fungal	LC/MS Neg	100000840	610	118.9986	80-69-3	45	C02287	HMDB35227
1578	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	512	660	126.022	107-35-7	1123	C00245	HMDB00251
1579	tauro-beta-muricholate	Lipid	Primary Bile Acid Metabolism	LC/MS Neg	100001250	4774	514.2844	25696-60-0	168408		HMDB00932
1580	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	LC/MS Neg	1629	5250	498.2895	6009-98-9	387316	C05465	HMDB00951
1581	taurocholate	Lipid	Primary Bile Acid Metabolism	LC/MS Neg	1648	5150	514.2844	145-42-6	6675	C05122	HMDB00036
1582	taurocholenate sulfate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100001990	4750	279.6142		.		
1583	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	1668	5257.4	498.2895	207737-97-1	2733768	C05463	HMDB00896
1584	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100001658	5027	280.6221	64936-83-0	440071	C03642	HMDB02580
1585	tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100002912	5025	498.2895	14605-22-2	9848818		HMDB00874
1586	tetradecanedioate (C14-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001613	4000	257.1758	821-38-5	13185		HMDB00872
1587	theobromine	Xenobiotics	Xanthine Metabolism	LC/MS Pos Early	100000445	1600	181.072	83-67-0	5429	C07480	HMDB02825
1588	theophylline	Xenobiotics	Xanthine Metabolism	LC/MS Neg	100000437	2356.9	179.0575	58-55-9	2153	C07130	HMDB01889
1589	thioproline	Xenobiotics	Chemical	LC/MS Pos Early	100009232	1250	134.027	34592-47-4	93176		
1590	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	LC/MS Polar	100001022	2384	135.0299	70753-61-6	151152	C01620	HMDB00943
1591	threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	564	1514	120.0655	72-19-5	6288	C00188	HMDB00167
1592	thymol sulfate	Xenobiotics	Food Component/Plant	LC/MS Neg	100001757	4410	229.054	89-83-8	.	C09908	HMDB01878
1593	thyroxine	Amino Acid	Tyrosine Metabolism	LC/MS Neg	1094	4808	775.6794	51-48-9	5819	C01829	HMDB01918
1594	tiglylcarnitine (C5:1-DC)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Pos Early	100001597	2962	244.1543	64191-86-2	22833596		HMDB02366
1595	topiramate	Xenobiotics	Drug - Neurological	LC/MS Neg	1388	4021	338.0915	97240-79-4	5284627	C07502	HMDB05034
1596	Total CE	Neutral Complex Lipids SUM	Cholesteryl Esters	DMS-MS	100010820	.	.		.		
1597	Total CER	Sphingolipid SUM	Ceramides	DMS-MS	100010830	.	.		.		
1598	Total DAG	Neutral Complex Lipids SUM	Diacylglycerols	DMS-MS	100010822	.	.		.		
1599	Total DCER	Sphingolipid SUM	Dihydroceramides	DMS-MS	100010833	.	.		.		
1600	Total FFA	Neutral Complex Lipids SUM	Free Fatty Acids	DMS-MS	100010823	.	.		.		
1601	Total HCER	Sphingolipid SUM	Hexosylceramides	DMS-MS	100010831	.	.		.		
1602	Total LCER	Sphingolipid SUM	Lactosylceramides	DMS-MS	100010832	.	.		.		
1603	Total LPC	Phospholipid SUM	Lysophosphatidylcholines	DMS-MS	100010827	.	.		.		
1604	Total LPE	Phospholipid SUM	Lysophosphatidylethanolamines	DMS-MS	100010828	.	.		.		
1605	Total PC	Phospholipid SUM	Phosphatidylcholines	DMS-MS	100010824	.	.		.		
1606	Total PE	Phospholipid SUM	Phosphatidylethanolamines	DMS-MS	100010825	.	.		.		
1607	Total PI	Phospholipid SUM	Phosphatidylinositols	DMS-MS	100010826	.	.		.		
1608	Total SM	Sphingolipid SUM	Sphingomyelins	DMS-MS	100010829	.	.		.		
1609	Total TAG	Neutral Complex Lipids SUM	Triacylglycerols	DMS-MS	100010821	.	.		.		
1610	trans-urocanate	Amino Acid	Histidine Metabolism	LC/MS Pos Early	537	2285	139.0502	104-98-3	736715	C00785	HMDB00301
1611	trazadone	Xenobiotics	Drug - Psychoactive	LC/MS Pos Late	100015783	837	372.1586	19794-93-5	5533	C07156,D08626	HMDB14794
1612	tricarballylate	Energy	TCA Cycle	LC/MS Polar	2053	4200	175.0248	99-14-9	14925	C19806	HMDB31193
1613	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	100001092	1388	138.055	535-83-1	5570	C01004	HMDB00875
1614	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	LC/MS Pos Early	100003397	2100	76.0757	1184-78-7	1145	C01104	HMDB00925
1615	tryptophan	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	565	2986	205.0972	73-22-3	6305	C00078	HMDB00929
1616	tryptophan betaine	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	100001743	2673	247.1441	20671-76-5	442106	C09213	HMDB61115
1617	tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006092	1565	216.0336	30223-92-8	153005		HMDB06409
1618	tyrosine	Amino Acid	Tyrosine Metabolism	LC/MS Pos Early	815	2430	182.0812	60-18-4	6057	C00082	HMDB00158
1619	umbelliferone sulfate	Xenobiotics	Food Component/Plant	LC/MS Neg	100006282	2440	240.9812	69526-88-1	129659		
1620	undecanoate (11:0)	Lipid	Medium Chain Fatty Acid	LC/MS Neg	889	5219.2	185.1547	334-48-5	8180	C17715	HMDB00947
1621	uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Polar	825	1089.7	111.02	66-22-8	1174	C00106	HMDB00300
1622	urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	LC/MS Neg	1134	757.1	167.0211	69-93-2;120K5305	1175	C00366	HMDB00289
1623	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	533	700	121.072	57-13-6	1176	C00086	HMDB00294
1624	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Neg	535	1457.6	243.0623	58-96-8	6029	C00299	HMDB00296
1625	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	1135	5055	391.2854	128-13-2	31401	C07880	HMDB00946
1626	valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Pos Early	566	2479	118.0863	72-18-4	6287	C00183	HMDB00883
1627	valproate	Xenobiotics	Drug - Neurological	LC/MS Neg	100000779	3885.6	143.1078	99-66-1	3121	C07185	HMDB01877
1628	valylglycine	Peptide	Dipeptide	LC/MS Neg	100003641	1506	173.0932	686-43-1	136487		HMDB29127
1629	vanillactate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006129	1625	211.0612	2475-56-1	160637		HMDB00913
1630	vanillic alcohol sulfate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006125	1808	233.0125	754920-02-0	.		
1631	vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	LC/MS Neg	1111	941	197.0456	55-10-7	1245	C05584	HMDB00291
1632	xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	LC/MS Polar	1004	2023	151.0262	69-89-6	1188	C00385	HMDB00292
1633	xanthurenate	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100000015	1476	204.0302	59-007	5699	C02470	HMDB00881
1634	ximenoylcarnitine (C26:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100015836	1607	538.483		.		
1635	xylose	Carbohydrate	Pentose Metabolism	LC/MS Polar	826	1727	195.051	609-06-3	135191	C00181	HMDB00098
